"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"299","C9orf69","",0.287904740935121,0.0083,"hLCL","Talkowski et al. 2014","","No"
"300","CGN","",1.46083188756473,0.0084,"hLCL","Talkowski et al. 2014","","No"
"301","ARHGEF40","",1.27770811955337,0.0084,"hLCL","Talkowski et al. 2014","","No"
"302","SCAMP3","",0.257790774859213,0.0085,"hLCL","Talkowski et al. 2014","","No"
"303","PUS3","",0.184956528480718,0.0086,"hLCL","Talkowski et al. 2014","","No"
"304","MYEF2","",0.254977115378513,0.0086,"hLCL","Talkowski et al. 2014","","No"
"305","RGS3","",0.543102148663363,0.0086,"hLCL","Talkowski et al. 2014","","No"
"306","C1orf216","",0.269780295324404,0.0087,"hLCL","Talkowski et al. 2014","","No"
"307","PCNX","",0.326783557437722,0.0087,"hLCL","Talkowski et al. 2014","","No"
"308","NAPSA","",-1.26430886138187,0.0087,"hLCL","Talkowski et al. 2014","","No"
"309","PRKCZ","",-2.09249610237741,0.0088,"hLCL","Talkowski et al. 2014","","No"
"310","NHLH1","",-0.794018792363482,0.0088,"hLCL","Talkowski et al. 2014","","No"
"311","PCTP","",0.83450376585364,0.0088,"hLCL","Talkowski et al. 2014","","No"
"312","MOB1B","",0.333521189063516,0.0088,"hLCL","Talkowski et al. 2014","","No"
"313","RHOD","",-2.07680133698251,0.0089,"hLCL","Talkowski et al. 2014","","No"
"314","PTMA","",-0.303476757969456,0.0089,"hLCL","Talkowski et al. 2014","","No"
"315","POLN","",-0.552085931838741,0.0089,"hLCL","Talkowski et al. 2014","","No"
"316","SLC29A1","",0.58493315023469,0.0089,"hLCL","Talkowski et al. 2014","","No"
"317","P2RY11","",-0.804737501775112,0.009,"hLCL","Talkowski et al. 2014","","No"
"318","DTX4","",1.12071647077711,0.0091,"hLCL","Talkowski et al. 2014","","No"
"319","ZNF75A","",-0.36920144208355,0.0091,"hLCL","Talkowski et al. 2014","","No"
"320","LIMK2","",0.31397986734,0.0091,"hLCL","Talkowski et al. 2014","","No"
"321","PLA2G7","",-0.72553636185759,0.0092,"hLCL","Talkowski et al. 2014","","No"
"322","LOC100130992","",-1.97961554453291,0.0093,"hLCL","Talkowski et al. 2014","","No"
"323","RBBP6","",-0.215705338200202,0.0093,"hLCL","Talkowski et al. 2014","","No"
"324","C16orf70","",0.126565488419108,0.0093,"hLCL","Talkowski et al. 2014","","No"
"325","RSG1","",0.465313077610524,0.0094,"hLCL","Talkowski et al. 2014","","No"
"326","C1orf220","",-1.48562633048618,0.0094,"hLCL","Talkowski et al. 2014","","No"
"327","KLF12","",0.688072787950732,0.0094,"hLCL","Talkowski et al. 2014","","No"
"328","SPATA2","",0.243259170624009,0.0094,"hLCL","Talkowski et al. 2014","","No"
"329","CALD1","",2.28202422941401,0.0094,"hLCL","Talkowski et al. 2014","","No"
"330","RC3H2","",0.352055024460611,0.0094,"hLCL","Talkowski et al. 2014","","No"
"331","INO80E","",0.340551744862387,0.0095,"hLCL","Talkowski et al. 2014","","Yes"
"332","B3GALNT1","",1.26991451649777,0.0095,"hLCL","Talkowski et al. 2014","","No"
"333","PRKRIP1","",-0.492401986597227,0.0095,"hLCL","Talkowski et al. 2014","","No"
"334","CCDC91","",-0.232777620867642,0.0096,"hLCL","Talkowski et al. 2014","","No"
"335","TLR9","",-0.859398891034347,0.0096,"hLCL","Talkowski et al. 2014","","No"
"336","SRGAP1","",1.41822277138127,0.0097,"hLCL","Talkowski et al. 2014","","No"
"337","SBF1","",0.219367464034578,0.0097,"hLCL","Talkowski et al. 2014","","No"
"338","PRAF2","",-0.540810929803714,0.0097,"hLCL","Talkowski et al. 2014","","No"
"339","ERBB3","",-0.65069191722532,0.0098,"hLCL","Talkowski et al. 2014","","No"
"340","ANKS1A","",0.453751855447609,0.0098,"hLCL","Talkowski et al. 2014","","No"
"341","H2AFB3","",-1.71389333793216,0.0098,"hLCL","Talkowski et al. 2014","","No"
"342","KIAA1467","",0.755193232202557,0.0099,"hLCL","Talkowski et al. 2014","","No"
"343","BAIAP2","",-1.04745927600495,0.0099,"hLCL","Talkowski et al. 2014","","No"
"344","MAZ","",0.356218902802039,0.01,"hLCL","Talkowski et al. 2014","","Yes"
"345","LOC286184","",-0.711877438898499,0.01,"hLCL","Talkowski et al. 2014","","No"
"346","LOC441666","",-1.2180076690139,0.0101,"hLCL","Talkowski et al. 2014","","No"
"347","IL6ST","",0.795011799337098,0.0101,"hLCL","Talkowski et al. 2014","","No"
"348","MALAT1","",-0.557153377974705,0.0102,"hLCL","Talkowski et al. 2014","","No"
"349","SLC43A3","",0.397027244816652,0.0103,"hLCL","Talkowski et al. 2014","","No"
"350","RAD17","",-0.248789099548595,0.0103,"hLCL","Talkowski et al. 2014","","No"
"351","ATP6V1B2","",0.440059191581425,0.0103,"hLCL","Talkowski et al. 2014","","No"
"352","KIFC2","",-0.666461826167234,0.0103,"hLCL","Talkowski et al. 2014","","No"
"353","EIF4A3","",0.325758058224162,0.0104,"hLCL","Talkowski et al. 2014","","No"
"354","EFNA5","",1.45595307614297,0.0104,"hLCL","Talkowski et al. 2014","","No"
"355","ZBTB8A","",-0.524257435408841,0.0105,"hLCL","Talkowski et al. 2014","","No"
"356","TMED6","",-0.977592305572293,0.0105,"hLCL","Talkowski et al. 2014","","No"
"357","ACP5","",-0.726616993554109,0.0105,"hLCL","Talkowski et al. 2014","","No"
"358","LDLRAP1","",-0.553548472598675,0.0106,"hLCL","Talkowski et al. 2014","","No"
"359","PNN","",-0.293623013641542,0.0106,"hLCL","Talkowski et al. 2014","","No"
"360","VTN","",-1.11393411449271,0.0106,"hLCL","Talkowski et al. 2014","","No"
"361","B3GNTL1","",-0.497717744909944,0.0106,"hLCL","Talkowski et al. 2014","","No"
"362","IFI30","",0.575366217729697,0.0106,"hLCL","Talkowski et al. 2014","","No"
"363","LOC541471","",-0.992674262846797,0.0106,"hLCL","Talkowski et al. 2014","","No"
"364","ADORA2A","",0.568538591091956,0.0106,"hLCL","Talkowski et al. 2014","","No"
"365","MUC20","",-1.78608572906352,0.0106,"hLCL","Talkowski et al. 2014","","No"
"366","CTAGE9","",-1.36683020130218,0.0106,"hLCL","Talkowski et al. 2014","","No"
"367","GCNT1","",-1.64823044294028,0.0106,"hLCL","Talkowski et al. 2014","","No"
"368","NCS1","",1.39783907642006,0.0106,"hLCL","Talkowski et al. 2014","","No"
"369","TIA1","",-0.291885722261004,0.0108,"hLCL","Talkowski et al. 2014","","No"
"370","ADRB2","",1.50605724053021,0.0108,"hLCL","Talkowski et al. 2014","","No"
"371","MREG","",0.446426004722992,0.0109,"hLCL","Talkowski et al. 2014","","No"
"372","ANKRD50","",1.15272353436619,0.0109,"hLCL","Talkowski et al. 2014","","No"
"373","GUCY1B3","",1.91769652626203,0.0109,"hLCL","Talkowski et al. 2014","","No"
"374","KCNK7","",-0.835915670428755,0.011,"hLCL","Talkowski et al. 2014","","No"
"375","GUCY1A3","",1.86747606109486,0.011,"hLCL","Talkowski et al. 2014","","No"
"376","DNAJB5","",0.52076931957944,0.011,"hLCL","Talkowski et al. 2014","","No"
"377","C2orf15","",-0.60099812522423,0.011048044,"hLCL","Talkowski et al. 2014","","No"
"378","ELK3","",1.25556928174121,0.0111,"hLCL","Talkowski et al. 2014","","No"
"379","MRC2","",-1.25939056947996,0.0111,"hLCL","Talkowski et al. 2014","","No"
"380","PLB1","",-1.70769422314326,0.0111,"hLCL","Talkowski et al. 2014","","No"
"381","RAD54L2","",0.397064910426185,0.0111,"hLCL","Talkowski et al. 2014","","No"
"382","N4BP3","",0.68596219920418,0.0111,"hLCL","Talkowski et al. 2014","","No"
"383","AIM1","",0.66260340889724,0.0111,"hLCL","Talkowski et al. 2014","","No"
"384","MTSS1","",-1.37623397491369,0.0111,"hLCL","Talkowski et al. 2014","","No"
"385","TMEM27","",-0.880650134308384,0.0111,"hLCL","Talkowski et al. 2014","","No"
"386","GPR75-ASB3","",-0.21723806000796,0.0112,"hLCL","Talkowski et al. 2014","","No"
"387","SH2B2","",-0.855942363044303,0.0112,"hLCL","Talkowski et al. 2014","","No"
"388","COL4A3","",-2.25359824074093,0.01127,"hLCL","Talkowski et al. 2014","","No"
"389","MOAP1","",0.349107714288454,0.0113,"hLCL","Talkowski et al. 2014","","No"
"390","RPL31P11","",-0.727229739744686,0.0114,"hLCL","Talkowski et al. 2014","","No"
"391","EFCAB4A","",-1.1009897048826,0.0114,"hLCL","Talkowski et al. 2014","","No"
"392","MMP25","",-1.03178443635685,0.0114,"hLCL","Talkowski et al. 2014","","No"
"393","EFNA1","",1.40278397186915,0.0115,"hLCL","Talkowski et al. 2014","","No"
"394","MAP4K4","",1.60832398935667,0.0115,"hLCL","Talkowski et al. 2014","","No"
"395","HIST1H2BL","",-0.707854453484434,0.0115,"hLCL","Talkowski et al. 2014","","No"
"396","SH3GLB2","",-0.246901664653652,0.0115,"hLCL","Talkowski et al. 2014","","No"
"397","C11orf1","",-0.352998601917254,0.0116,"hLCL","Talkowski et al. 2014","","No"
"398","BMP6","",-1.69186548595023,0.0116,"hLCL","Talkowski et al. 2014","","No"
"399","TFR2","",-0.834534155070855,0.0116,"hLCL","Talkowski et al. 2014","","No"
"400","DPYSL2","",0.677603132509024,0.0116,"hLCL","Talkowski et al. 2014","","No"
"401","NEK5","",-0.482317935793104,0.0117,"hLCL","Talkowski et al. 2014","","No"
"402","RBM43","",-0.291553350335283,0.0117,"hLCL","Talkowski et al. 2014","","No"
"403","GSTZ1","",-0.264331663004474,0.0118,"hLCL","Talkowski et al. 2014","","No"
"404","GPR107","",0.278767888959792,0.0118,"hLCL","Talkowski et al. 2014","","No"
"405","NSUN6","",-0.272539922441896,0.0119,"hLCL","Talkowski et al. 2014","","No"
"406","UBE2Q2P2","",0.641695939508716,0.0119,"hLCL","Talkowski et al. 2014","","No"
"407","FBXO41","",-0.309594392433505,0.0119,"hLCL","Talkowski et al. 2014","","No"
"408","GMDS","",-0.297680557567361,0.0119,"hLCL","Talkowski et al. 2014","","No"
"409","DNAH8","",-1.94603520211183,0.0119,"hLCL","Talkowski et al. 2014","","No"
"410","C6orf225","",0.867190252820609,0.0119,"hLCL","Talkowski et al. 2014","","No"
"411","PIK3C2B","",0.439620473954007,0.012,"hLCL","Talkowski et al. 2014","","No"
"412","EPG5","",0.448309763688102,0.012,"hLCL","Talkowski et al. 2014","","No"
"413","ICA1L","",-0.487826901599051,0.012,"hLCL","Talkowski et al. 2014","","No"
"414","FAM165B","",-0.290066727225162,0.012,"hLCL","Talkowski et al. 2014","","No"
"415","ARHGEF7","",0.314336981552797,0.0121,"hLCL","Talkowski et al. 2014","","No"
"416","C20orf132","",-0.439434050851516,0.0121,"hLCL","Talkowski et al. 2014","","No"
"417","APOBEC3H","",-0.72475015900978,0.0121,"hLCL","Talkowski et al. 2014","","No"
"418","EBP","",-0.435134491126244,0.0121,"hLCL","Talkowski et al. 2014","","No"
"419","PATE2","",-0.804454747097568,0.0123,"hLCL","Talkowski et al. 2014","","No"
"420","OMG","",-1.00502416357587,0.0123,"hLCL","Talkowski et al. 2014","","No"
"421","C7orf46","",-0.487829549886451,0.0123,"hLCL","Talkowski et al. 2014","","No"
"422","ADAT3","",-0.57171018180657,0.0124,"hLCL","Talkowski et al. 2014","","No"
"423","GHRLOS2","",-0.735799492733361,0.0124,"hLCL","Talkowski et al. 2014","","No"
"424","PYROXD1","",-0.262974387506069,0.0125,"hLCL","Talkowski et al. 2014","","No"
"425","ORMDL1","",-0.277738130447073,0.0125,"hLCL","Talkowski et al. 2014","","No"
"426","CEACAM21","",-0.638321306021954,0.0126,"hLCL","Talkowski et al. 2014","","No"
"427","SLC12A2","",0.695333636227764,0.0126,"hLCL","Talkowski et al. 2014","","No"
"428","EVI2A","",-0.893185424274335,0.0127,"hLCL","Talkowski et al. 2014","","No"
"429","SASH3","",0.260355421368598,0.0127,"hLCL","Talkowski et al. 2014","","No"
"430","C1RL","",-0.251266430770627,0.0128,"hLCL","Talkowski et al. 2014","","No"
"431","TRPV2","",0.425959973783611,0.0128,"hLCL","Talkowski et al. 2014","","No"
"432","RSPH3","",-0.491145843076194,0.012898025,"hLCL","Talkowski et al. 2014","","No"
"433","UNC119B","",0.405745955720181,0.0129,"hLCL","Talkowski et al. 2014","","No"
"434","ATP1B1","",1.20636470820157,0.013,"hLCL","Talkowski et al. 2014","","No"
"435","C1orf106","",1.10813480256856,0.013,"hLCL","Talkowski et al. 2014","","No"
"436","TBC1D24","",0.29518504522404,0.013,"hLCL","Talkowski et al. 2014","","No"
"437","SNRPA","",-0.264015930968429,0.013,"hLCL","Talkowski et al. 2014","","No"
"438","NUP62","",0.220286552015703,0.013,"hLCL","Talkowski et al. 2014","","No"
"439","KCNC3","",-1.12544681056191,0.013,"hLCL","Talkowski et al. 2014","","No"
"440","ACOXL","",-0.973877993162113,0.013,"hLCL","Talkowski et al. 2014","","No"
"441","ERGIC3","",0.147287557379334,0.013,"hLCL","Talkowski et al. 2014","","No"
"442","GPKOW","",0.300330822711023,0.0131,"hLCL","Talkowski et al. 2014","","No"
"443","PTPRO","",-0.982154274011806,0.0132,"hLCL","Talkowski et al. 2014","","No"
"444","7-Sep","",0.473414082472966,0.013278342,"hLCL","Talkowski et al. 2014","","No"
"445","SH3GL1","",0.305002915791173,0.0133,"hLCL","Talkowski et al. 2014","","No"
"446","APOC1","",-1.27873058299309,0.0133,"hLCL","Talkowski et al. 2014","","No"
"447","LINC00476","",-0.53246148798681,0.0133,"hLCL","Talkowski et al. 2014","","No"
"448","SPATA7","",0.312357025363747,0.013317068,"hLCL","Talkowski et al. 2014","","No"
"449","LANCL1","",0.527005945424708,0.013426854,"hLCL","Talkowski et al. 2014","","No"
"450","MPHOSPH6","",-0.404198640350832,0.0135,"hLCL","Talkowski et al. 2014","","No"
"451","PPP2R5D","",0.189763868601019,0.0135,"hLCL","Talkowski et al. 2014","","No"
"452","FAM174A","",0.294346802401506,0.0136,"hLCL","Talkowski et al. 2014","","No"
"453","UGT8","",-0.467308047550923,0.013673839,"hLCL","Talkowski et al. 2014","","No"
"454","ECHDC2","",-0.711386168637275,0.0137,"hLCL","Talkowski et al. 2014","","No"
"455","TRABD","",-0.402849088539947,0.0137,"hLCL","Talkowski et al. 2014","","No"
"456","SPRY4","",1.66124316966075,0.013764694,"hLCL","Talkowski et al. 2014","","No"
"457","KLRAP1","",-0.417335924629835,0.0138,"hLCL","Talkowski et al. 2014","","No"
"458","APOC1P1","",-0.844831570265767,0.0138,"hLCL","Talkowski et al. 2014","","No"
"459","ALDH16A1","",-0.408683307066158,0.0138,"hLCL","Talkowski et al. 2014","","No"
"460","ARNTL2","",0.472503649858946,0.013893084,"hLCL","Talkowski et al. 2014","","No"
"461","CLSTN3","",-0.451792522080745,0.0139,"hLCL","Talkowski et al. 2014","","No"
"462","JAKMIP1","",-1.84406263868671,0.013978278,"hLCL","Talkowski et al. 2014","","No"
"463","MFHAS1","",0.837183190584028,0.013988849,"hLCL","Talkowski et al. 2014","","No"
"464","PDCD4","",-0.542219664220123,0.014,"hLCL","Talkowski et al. 2014","","No"
"465","ZNF675","",-0.212577621009905,0.014,"hLCL","Talkowski et al. 2014","","No"
"466","IQSEC1","",0.530423242272255,0.014,"hLCL","Talkowski et al. 2014","","No"
"467","PUM1","",0.186988889379397,0.0141,"hLCL","Talkowski et al. 2014","","No"
"468","ZEB1","",0.252150988871081,0.0141,"hLCL","Talkowski et al. 2014","","No"
"469","TMEM53","",-0.341018225725951,0.0142,"hLCL","Talkowski et al. 2014","","No"
"470","AKAP13","",0.441241434969225,0.0142,"hLCL","Talkowski et al. 2014","","No"
"471","PPAN-P2RY11","",-0.306400938272481,0.0142,"hLCL","Talkowski et al. 2014","","No"
"472","KNTC1","",-0.275879873128429,0.014244126,"hLCL","Talkowski et al. 2014","","No"
"473","FAM105B","",0.325127674673205,0.014284246,"hLCL","Talkowski et al. 2014","","No"
"474","LOC100130987","",0.573460136415783,0.0143,"hLCL","Talkowski et al. 2014","","No"
"475","BHLHA15","",-1.42659148530029,0.0143,"hLCL","Talkowski et al. 2014","","No"
"476","FLT1","",1.63630816288447,0.014317181,"hLCL","Talkowski et al. 2014","","No"
"477","LOC389634","",-1.10385977284087,0.014355034,"hLCL","Talkowski et al. 2014","","No"
"478","TMEM133","",-0.761311628495667,0.0144,"hLCL","Talkowski et al. 2014","","No"
"479","CCDC93","",0.359390165970957,0.0144,"hLCL","Talkowski et al. 2014","","No"
"480","CAGE1","",-0.726285821538257,0.0144,"hLCL","Talkowski et al. 2014","","No"
"481","KIAA1244","",-0.779181288352489,0.0144,"hLCL","Talkowski et al. 2014","","No"
"482","LMNB2","",0.225493573541956,0.014405762,"hLCL","Talkowski et al. 2014","","No"
"483","FUK","",0.141645496250371,0.0145,"hLCL","Talkowski et al. 2014","","No"
"484","TCEAL6","",0.506312352545646,0.014507354,"hLCL","Talkowski et al. 2014","","No"
"485","POTEF","",-0.528991400134027,0.014571949,"hLCL","Talkowski et al. 2014","","No"
"486","PAPOLA","",-0.2253653265555,0.0146,"hLCL","Talkowski et al. 2014","","No"
"487","PLEKHG1","",1.28701809384514,0.0146,"hLCL","Talkowski et al. 2014","","No"
"488","MLEC","",0.451007333897831,0.014602921,"hLCL","Talkowski et al. 2014","","No"
"489","STX6","",0.318750624235007,0.014683544,"hLCL","Talkowski et al. 2014","","No"
"490","FAM40A","",0.183597652164983,0.0147,"hLCL","Talkowski et al. 2014","","No"
"491","WIPI1","",-0.413513302958596,0.0147,"hLCL","Talkowski et al. 2014","","No"
"492","ZNF702P","",0.798547896820694,0.01473315,"hLCL","Talkowski et al. 2014","","No"
"493","RNF135","",-0.303465899036669,0.014745712,"hLCL","Talkowski et al. 2014","","No"
"494","UFC1","",-0.147864972509864,0.014790468,"hLCL","Talkowski et al. 2014","","No"
"495","ACY3","",-1.64824891136507,0.0148,"hLCL","Talkowski et al. 2014","","No"
"496","HSPA1L","",0.495447023318343,0.0148,"hLCL","Talkowski et al. 2014","","No"
"497","TPST1","",0.498199166539445,0.0148,"hLCL","Talkowski et al. 2014","","No"
"498","RBM3","",-0.279229536625539,0.014865002,"hLCL","Talkowski et al. 2014","","No"
"499","MSTO1","",-0.258801522459423,0.014878858,"hLCL","Talkowski et al. 2014","","No"
"500","NT5DC2","",-0.486390534843337,0.0149,"hLCL","Talkowski et al. 2014","","No"
"501","SPOPL","",0.449880855053228,0.014913422,"hLCL","Talkowski et al. 2014","","No"
"502","CCDC18","",-0.359421350303883,0.015,"hLCL","Talkowski et al. 2014","","No"
"503","PTPLA","",1.36686509647749,0.015,"hLCL","Talkowski et al. 2014","","No"
"504","TIAL1","",-0.168240458346578,0.015,"hLCL","Talkowski et al. 2014","","No"
"505","ANO5","",1.12034278313797,0.015,"hLCL","Talkowski et al. 2014","","No"
"506","THYN1","",-0.236438576605317,0.015,"hLCL","Talkowski et al. 2014","","No"
"507","CSDA","",0.422406123389961,0.015,"hLCL","Talkowski et al. 2014","","No"
"508","ENO3","",-0.42719424989253,0.015,"hLCL","Talkowski et al. 2014","","No"
"509","HMGN1","",-0.22041940949904,0.015,"hLCL","Talkowski et al. 2014","","No"
"510","C22orf39","",0.22191568108031,0.015,"hLCL","Talkowski et al. 2014","","No"
"511","GIMAP7","",-2.22807134490141,0.015,"hLCL","Talkowski et al. 2014","","No"
"512","SLC9A6","",0.278540773196635,0.015,"hLCL","Talkowski et al. 2014","","No"
"513","COL4A4","",-1.81345576155779,0.015044924,"hLCL","Talkowski et al. 2014","","No"
"514","LOC399744","",-0.431959742200121,0.015106965,"hLCL","Talkowski et al. 2014","","No"
"515","CCL17","",-1.80764770127742,0.015210647,"hLCL","Talkowski et al. 2014","","No"
"516","CYSTM1","",0.391938519659855,0.015225884,"hLCL","Talkowski et al. 2014","","No"
"517","XKR8","",-0.288375222281519,0.015228426,"hLCL","Talkowski et al. 2014","","No"
"518","GLB1L","",0.534172601976804,0.0153,"hLCL","Talkowski et al. 2014","","No"
"519","ZNF814","",-0.318346351098231,0.015304068,"hLCL","Talkowski et al. 2014","","No"
"520","MPZL1","",0.312071462550868,0.015393964,"hLCL","Talkowski et al. 2014","","No"
"521","ACOT11","",-0.923685829468297,0.01541185,"hLCL","Talkowski et al. 2014","","No"
"522","LOC100130331","",-0.757218339695062,0.015414064,"hLCL","Talkowski et al. 2014","","No"
"523","SEMA4C","",0.399214800116847,0.015414856,"hLCL","Talkowski et al. 2014","","No"
"524","VPS37C","",0.259757694598206,0.0155,"hLCL","Talkowski et al. 2014","","No"
"525","LRP5L","",-0.54869231056827,0.015509306,"hLCL","Talkowski et al. 2014","","No"
"526","RHOF","",0.269931414338534,0.015590424,"hLCL","Talkowski et al. 2014","","No"
"527","ZNF85","",-0.531145522471278,0.0156,"hLCL","Talkowski et al. 2014","","No"
"528","PFN2","",1.34678446517892,0.015617179,"hLCL","Talkowski et al. 2014","","No"
"529","ARRDC3","",-0.606836536583661,0.015711079,"hLCL","Talkowski et al. 2014","","No"
"530","FZD3","",-0.939436015043045,0.015756888,"hLCL","Talkowski et al. 2014","","No"
"531","C17orf67","",-0.883074484641862,0.015800668,"hLCL","Talkowski et al. 2014","","No"
"532","SLC38A10","",-0.32742427435685,0.015807904,"hLCL","Talkowski et al. 2014","","No"
"533","KCNJ10","",-0.448923051743333,0.0159,"hLCL","Talkowski et al. 2014","","No"
"534","NACA","",-0.23816472633878,0.0159,"hLCL","Talkowski et al. 2014","","No"
"535","OR2A9P","",-0.959258644086876,0.015930268,"hLCL","Talkowski et al. 2014","","No"
"536","S100A10","",-1.60212174182406,0.016,"hLCL","Talkowski et al. 2014","","No"
"537","CDC42EP4","",1.16316148930982,0.016,"hLCL","Talkowski et al. 2014","","No"
"538","TRMT1","",-0.245048394869842,0.016,"hLCL","Talkowski et al. 2014","","No"
"539","ARL5A","",-0.311573147636811,0.016,"hLCL","Talkowski et al. 2014","","No"
"540","PPP4R1L","",0.407649539953944,0.016,"hLCL","Talkowski et al. 2014","","No"
"541","BIK","",-1.36376750894255,0.016,"hLCL","Talkowski et al. 2014","","No"
"542","HGD","",-1.0454303245212,0.016,"hLCL","Talkowski et al. 2014","","No"
"543","SPTAN1","",0.269357746251394,0.016,"hLCL","Talkowski et al. 2014","","No"
"544","ZNF281","",0.313493352902709,0.01608335,"hLCL","Talkowski et al. 2014","","No"
"545","SLC25A35","",-0.535746718041515,0.016133942,"hLCL","Talkowski et al. 2014","","No"
"546","MAPKBP1","",0.449312553035506,0.016145514,"hLCL","Talkowski et al. 2014","","No"
